round_id,test_case,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,actual_epochs,best_score,final_lr,validation_mode,validation_file
round2_seq10,Run7.xlsx,102.12825775146484,110.27644348144531,0.4844498932361603,1.3415885769159854,32856.50649792214,14533.749424829995,18322.757073092147,1.2607040714345104,1200.0,0.00025356124388054013,0.001,no_validation,
round2_seq10,Run12.xlsx,17.17407989501953,18.11592674255371,0.12642379105091095,0.2289824744773195,13632.062998824593,15664.267528137914,2032.2045293133215,0.12973504989383305,1200.0,0.00022583808458875865,0.001,no_validation,
round2_seq10,Run15.xlsx,162.86956787109375,163.6592559814453,0.5716443657875061,1.3186114151572712,90307.62268265865,22894.62099053632,67413.00169212233,2.944490835641614,1200.0,0.000331375835230574,0.001,no_validation,
round2_seq10,Run11.xlsx,10.569196701049805,12.608485221862793,0.10309214890003204,0.24335416819927588,20772.033492159833,23918.706127369696,3146.672635209863,0.13155697546738068,1200.0,0.0002289758122060448,0.001,no_validation,
round2_seq10,Run16.xlsx,36.61417770385742,44.1022834777832,0.155019149184227,0.5817424509214402,41240.81086457288,31328.193563571127,9912.617301001752,0.3164120293398687,1200.0,0.00031101168133318424,0.001,no_validation,
round2_seq10,Run18.xlsx,314.2159423828125,314.43798828125,4.663266181945801,0.8773277759996376,17289.169021762584,35012.9039323269,17723.73491056432,0.506205796149352,1200.0,0.00030466949101537466,0.001,no_validation,
round2_seq10,Run6.xlsx,32.693885803222656,37.49348068237305,0.3503722548484802,0.7387067148803286,25372.570231737376,37604.83980051039,12232.269568773012,0.32528444832271275,1200.0,0.00044747526408173144,0.001,no_validation,
round2_seq10,Run4.xlsx,39.13674545288086,39.18974304199219,0.22834478318691254,0.5133471101112923,55556.1306405937,38722.98916828896,16833.141472304742,0.43470666479667697,1200.0,0.00033625084324739873,0.001,no_validation,
round2_seq10,Run8.xlsx,7.397835731506348,8.895197868347168,0.09016526490449905,0.12699344916670086,41951.044222713455,41489.80405662315,461.24016609030514,0.011116952142286049,1200.0,0.0002710063417907804,0.001,no_validation,
round2_seq10,Run5.xlsx,13.355751037597656,15.682245254516602,0.12445629388093948,0.18803341707257967,48361.006803749755,53661.08553598464,5300.078732234884,0.09876950269074783,1200.0,0.0003232186136301607,0.001,no_validation,
round2_seq10,Run9.xlsx,24.625415802001953,25.724225997924805,0.3414691984653473,0.9435598129776006,87760.16794011825,55593.87418134841,32166.29375876984,0.5785942108269465,1200.0,0.0003364661242812872,0.001,no_validation,
round2_seq10,Run10.xlsx,12.380182266235352,14.24174690246582,0.26883840560913086,0.2979315393560524,54248.125266914714,71205.57050271094,16957.445235796222,0.23814773361236702,1200.0,0.00030297820921987295,0.001,no_validation,
round2_seq10,Run14.xlsx,4.568413734436035,5.766007900238037,0.080435611307621,0.6523041778650955,40955.0327942395,72675.52147268367,31720.48867844417,0.43646730062152844,1200.0,0.00024934837711043656,0.001,no_validation,
round2_seq10,Run13.xlsx,5.638296604156494,6.502115249633789,0.09407413005828857,0.385349478146271,49520.78679266104,79652.95293344899,30132.16614078795,0.378293145841859,1200.0,0.00021821192058268934,0.001,no_validation,
round2_seq10,Run3.xlsx,23.21630859375,32.750362396240234,0.2267003059387207,0.12638117940714433,88365.64713048212,79663.5580372876,8702.089093194518,0.10923550626650881,1200.0,0.0003190124698448926,0.001,no_validation,
round2_seq10,Run2.xlsx,10.651132583618164,11.862627029418945,0.1752854883670807,0.3204677568957338,123927.15097445442,120776.6067253567,3150.544249097715,0.0260857158891869,1200.0,0.0003105065261479467,0.001,no_validation,
round2_seq10,Run1.xlsx,11.607187271118164,13.025897979736328,0.24141234159469604,0.684173422300418,100805.23858529888,159673.07611040428,58867.837525105395,0.3686772933741306,1200.0,0.0002667145454324782,0.001,no_validation,
